

,,Filter Size,Logged,Missed
,,0x18D,1069475,4293942930,45109
,,0x18A,1071133,4293941274,45111
,,0x189,1084594,4293927812,45110
,,0x18C,1069598,4293942809,45111
,,0x209,1073301,4293939105,45110
,,0x187,1062453,4293949950,45107
,,0x18E,1071171,4293941236,45111
,,0x207,1080455,4293931948,45107
,,0x20B,1081862,4293930545,45111
,,0x20D,1081982,4293930423,45109
,,0x287,1088662,4293923741,45107
,,0x289,1088874,4293923532,45110
,,0x28B,1088983,4293923424,45111
,,0x28D,1088472,4293923933,45109
,,0x307,1089581,4293922822,45107
,,0x309,1089618,4293922788,45110
,,0x30B,1089775,4293922632,45111
,,0x30D,1089701,4293922704,45109
,,0x387,1089781,4293922622,45107
,,0x389,1089848,4293922558,45110
,,0x38B,1089952,4293922455,45111
,,0x38D,1089702,4293922703,45109
,,0x407,1088923,4293923480,45107
,,0x409,1089564,4293922842,45110
,,0x40B,1089994,4293922413,45111
,,0x40D,1089921,4293922484,45109

,,28,1308177,0
