

,,Filter Size,Logged,Missed
,,0x30B,878170,4294134237,45111
,,0x30D,878193,4294134212,45109
,,0x387,878249,4294134154,45107
,,0x389,878309,4294134097,45110
,,0x38B,878357,4294134050,45111
,,0x38D,878368,4294134037,45109
,,0x407,878316,4294134087,45107
,,0x409,878341,4294134065,45110
,,0x40B,878188,4294134219,45111
,,0x40D,878246,4294134159,45109
,,0x709,215873,4294760441,9018
,,0x70B,215873,4294760441,9018
,,0x707,215800,4294760514,9018
,,0x70D,215752,4294760562,9018

,,0x385,907380,4294105027,45111
,,0x18B,916463,4294095944,45111
,,0x188,907083,4294105324,45111
,,0x18D,921145,4294091260,45109
,,0x18A,906796,4294105611,45111
,,0x189,918783,4294093623,45110
,,0x18C,906614,4294105793,45111
,,0x209,921529,4294090877,45110
,,0x187,894656,4294117747,45107
,,0x18E,906589,4294105818,45111
,,0x207,915461,4294096942,45107
,,0x20B,915365,4294097042,45111
,,0x20D,915380,4294097025,45109
,,0x287,922457,4294089946,45107
,,0x289,922585,4294089821,45110
,,0x28B,922580,4294089827,45111
,,0x28D,922203,4294090202,45109
,,0x307,923204,4294089199,45107
,,0x309,923246,4294089160,45110
,,0x30B,923277,4294089130,45111
,,0x30D,923301,4294089104,45109
,,0x387,923356,4294089047,45107
,,0x389,923416,4294088990,45110
,,0x38B,923464,4294088943,45111
,,0x38D,923476,4294088929,45109
,,0x407,923406,4294088997,45107
,,0x409,923429,4294088977,45110
,,0x40B,923258,4294089149,45111
,,0x40D,923332,4294089073,45109
,,0x709,224891,4294751423,9018
,,0x70B,224891,4294751423,9018
,,0x707,224818,4294751496,9018
,,0x70D,224770,4294751544,9018

,,0x385,952069,4294060338,45111
,,0x18B,955502,4294056905,45111
,,0x188,951690,4294060717,45111
,,0x18D,963729,4294048676,45109
,,0x18A,951395,4294061012,45111
,,0x189,963511,4294048895,45110
,,0x18C,951248,4294061159,45111
,,0x209,965631,4294046775,45110
,,0x187,939754,4294072649,45107
,,0x18E,951234,4294061173,45111
,,0x207,960559,4294051844,45107
,,0x20B,960471,4294051936,45111
,,0x20D,960488,4294051917,45109
,,0x287,967556,4294044847,45107
,,0x289,967687,4294044719,45110
,,0x28B,967690,4294044717,45111
,,0x28D,967312,4294045093,45109
,,0x307,968307,4294044096,45107
,,0x309,968353,4294044053,45110
,,0x30B,968388,4294044019,45111
,,0x30D,968410,4294043995,45109
,,0x387,968461,4294043942,45107
,,0x389,968523,4294043883,45110
,,0x38B,968575,4294043832,45111
,,0x38D,968584,4294043821,45109
,,0x407,968513,4294043890,45107
,,0x409,968522,4294043884,45110
,,0x40B,968325,4294044082,45111
,,0x40D,968427,4294043978,45109
,,0x709,233909,4294742405,9018
,,0x70B,233909,4294742405,9018
,,0x707,233836,4294742478,9018
,,0x70D,233788,4294742526,9018

,,0x385,997178,4294015229,45111
,,0x18B,991301,4294021106,45111
,,0x188,996792,4294015615,45111
,,0x18D,1001510,4294010895,45109
,,0x18A,996463,4294015944,45111
,,0x189,1007713,4294004693,45110
,,0x18C,996272,4294016135,45111
,,0x209,1005110,4294007296,45110
,,0x187,984850,4294027553,45107
,,0x18E,996255,4294016152,45111
,,0x207,1005644,4294006759,45107
,,0x20B,1005561,4294006846,45111
,,0x20D,1005590,4294006815,45109
,,0x287,1012652,4293999751,45107
,,0x289,1012787,4293999619,45110
,,0x28B,1012799,4293999608,45111
,,0x28D,1012421,4293999984,45109
,,0x307,1013411,4293998992,45107
,,0x309,1013462,4293998944,45110
,,0x30B,1013499,4293998908,45111
,,0x30D,1013519,4293998886,45109
,,0x387,1013567,4293998836,45107
,,0x389,1013632,4293998774,45110
,,0x38B,1013686,4293998721,45111
,,0x38D,1013682,4293998723,45109
,,0x407,1013576,4293998827,45107
,,0x409,1013608,4293998798,45110
,,0x40B,1013408,4293998999,45111
,,0x40D,1013526,4293998879,45109
,,0x709,242927,4294733387,9018
,,0x70B,242927,4294733387,9018
,,0x707,242854,4294733460,9018
,,0x70D,242806,4294733508,9018

,,0x385,1042289,4293970118,45111
,,0x18B,1033114,4293979293,45111
,,0x188,1041902,4293970505,45111
,,0x18D,1043322,4293969083,45109
,,0x18A,1041536,4293970871,45111
,,0x189,1052276,4293960130,45110
,,0x18C,1041223,4293971184,45111
,,0x209,1047316,4293965090,45110
,,0x187,1029957,4293982446,45107
,,0x18E,1041271,4293971136,45111
,,0x207,1050730,4293961673,45107
,,0x20B,1050658,4293961749,45111
,,0x20D,1050696,4293961709,45109
,,0x287,1057759,4293954644,45107
,,0x289,1057897,4293954509,45110
,,0x28B,1057910,4293954497,45111
,,0x28D,1057530,4293954875,45109
,,0x307,1058518,4293953885,45107
,,0x309,1058571,4293953835,45110
,,0x30B,1058610,4293953797,45111
,,0x30D,1058628,4293953777,45109
,,0x387,1058674,4293953729,45107
,,0x389,1058742,4293953664,45110
,,0x38B,1058797,4293953610,45111
,,0x38D,1058782,4293953623,45109
,,0x407,1058677,4293953726,45107
,,0x409,1058693,4293953713,45110
,,0x40B,1058507,4293953900,45111
,,0x40D,1058631,4293953774,45109
,,0x709,251945,4294724369,9018
,,0x70B,251945,4294724369,9018
,,0x707,251872,4294724442,9018
,,0x70D,251824,4294724490,9018

,,0x385,1087400,4293925007,45111
,,0x18B,1077887,4293934520,45111
,,0x188,1087013,4293925394,45111
,,0x18D,1088069,4293924336,45109
,,0x18A,1086647,4293925760,45111
,,0x189,1097355,4293915051,45110
,,0x18C,1086313,4293926094,45111
,,0x209,1092050,4293920356,45110
,,0x187,1075062,4293937341,45107
,,0x18E,1086278,4293926129,45111
,,0x207,1095829,4293916574,45107
,,0x20B,1095769,4293916638,45111
,,0x20D,1095805,4293916600,45109
,,0x287,1102866,4293909537,45107
,,0x289,1103007,4293909399,45110
,,0x28B,1103021,4293909386,45111
,,0x28D,1102639,4293909766,45109
,,0x307,1103625,4293908778,45107
,,0x309,1103681,4293908725,45110
,,0x30B,1103721,4293908686,45111
,,0x30D,1103737,4293908668,45109
,,0x387,1103781,4293908622,45107
,,0x389,1103852,4293908554,45110
,,0x38B,1103908,4293908499,45111
,,0x38D,1103891,4293908514,45109
,,0x407,1103782,4293908621,45107
,,0x409,1103803,4293908603,45110
,,0x40B,1103618,4293908789,45111
,,0x40D,1103740,4293908665,45109
,,0x709,260963,4294715351,9018
,,0x70B,260963,4294715351,9018
,,0x707,260890,4294715424,9018
,,0x70D,260842,4294715472,9018

,,0x385,1132511,4293879896,45111
,,0x18B,1122983,4293889424,45111
,,0x188,1132124,4293880283,45111
,,0x18D,1133158,4293879247,45109
,,0x18A,1131758,4293880649,45111
,,0x189,1142465,4293869941,45110
,,0x18C,1131424,4293880983,45111
,,0x209,1137091,4293875315,45110
,,0x187,1120169,4293892234,45107
,,0x18E,1131384,4293881023,45111
,,0x207,1140934,4293871469,45107
,,0x20B,1140880,4293871527,45111
,,0x20D,1140914,4293871491,45109
,,0x287,1147973,4293864430,45107
,,0x289,1148117,4293864289,45110
,,0x28B,1148132,4293864275,45111
,,0x28D,1147748,4293864657,45109
,,0x307,1148732,4293863671,45107
,,0x309,1148791,4293863615,45110
,,0x30B,1148832,4293863575,45111
,,0x30D,1148846,4293863559,45109
,,0x387,1148888,4293863515,45107
,,0x389,1148962,4293863444,45110
,,0x38B,1149019,4293863388,45111
,,0x38D,1149000,4293863405,45109
,,0x407,1148889,4293863514,45107
,,0x409,1148913,4293863493,45110
,,0x40B,1148729,4293863678,45111
,,0x40D,1148849,4293863556,45109
,,0x709,269981,4294706333,9018
,,0x70B,269981,4294706333,9018
,,0x707,269908,4294706406,9018
,,0x70D,269860,4294706454,9018

