187,1667
188,1766
189,1572
18A,1763
18B,1763
18C,1757
18D,1772
18E,1763
207,1772
209,1675
20B,1493
20D,1722
287,1770
289,1765
28B,1496
28D,1503
307,1764
309,1772
30B,1730
30D,1369
385,1629
387,1738
389,1771
38B,1771
38D,1688
407,1644
409,1769
40B,1771
40D,1769
707,361
709,362
70B,361
70D,361
Total,50649
