050,45059
185,45059
187,45059
188,45059
189,45059
18A,45059
18B,45059
18C,45059
18D,45059
18E,45059
207,45059
209,45059
20B,45059
20D,45059
287,45059
289,45059
28B,45059
28D,45058
307,45059
309,45059
30B,45059
30D,45059
385,45058
387,45059
389,45059
38B,45059
38D,45059
407,45059
409,45059
40B,45059
40D,45059
707,9003
709,9001
70B,9002
70D,9002
Total,1432835
