050,45084
185,45084
187,45084
188,45084
189,45084
18A,45084
18B,45084
18C,45084
18D,45084
18E,45084
207,45084
209,45084
20B,45084
20D,45084
287,45084
289,45084
28B,45084
28D,45083
307,45083
309,45084
30B,45084
30D,45084
385,45083
387,45084
389,45084
38B,45084
38D,45084
407,45084
409,45084
40B,45084
40D,45084
707,9016
709,9014
70B,9015
70D,9015
Total,1433661
